Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-10025,MATIBABU FOUNDATION HOSPITAL UGUNJA CLINIC,SIAYA,PRIVATE,LEVEL 2,0.192077514658,34.339569154802,"Ugunja, Siaya",Success,
CN-10047,MERCILIN AFYA SERVICES-MLOLONGO,MACHAKOS,PRIVATE,LEVEL 2,-1.39639,36.94028,"Mlolongo, Machakos",Success,
CN-10056,SIHA NJEMA HOSPITAL,MERU,PRIVATE,LEVEL 2,0.2289212,37.9464346,Hospital,Success,
CN-10107,TAHRIR HEALTHCARE SERVICES LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-10112,INTERNATIONAL OPTICA LAMU,MOMBASA,PRIVATE,LEVEL 2,-4.0574645,39.663945,Mombasa,Success,
CN-10138,OAKLAND MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3B,-0.2845127,36.0695371,Meridian Medical Centre,Success,
CN-10224,SLENMARK MEDICAL CLINIC,KIRINYAGA,PRIVATE,LEVEL 3A,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-10239,MULATYA MEMORIAL HOSPITAL,MAKUENI,PRIVATE,LEVEL 4,-2.160192128139,37.789123486634,Makueni,Success,
CN-10247,GERMAN MEDICAL CENTRE LTD,NAIROBI,PRIVATE,LEVEL 4,-1.2697736,36.845211,Park Medical Center Ltd,Success,
CN-10257,FLODER MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3A,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-10291,PENDA MEDICAL CENTRE SUNTON,NAIROBI,PRIVATE,LEVEL 3A,-1.31244,36.79729,Medical Centre,Success,
CN-10295,MOYALE MADINA MEDICAL AND SURGICAL CLINIC,MARSABIT,PRIVATE,LEVEL 2,3.15457369504,38.82767749883,"Moyale, Marsabit",Success,
CN-10296,WESPRAM MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 3A,-0.06564696176,34.248353736491,Siaya,Success,
CN-10299,ST. THOMAS MATERNITY HOSPITAL,MOMBASA,PRIVATE,LEVEL 4,-4.0648846,39.6647572,Seaside Hospital & Maternity,Success,
CN-10314,BONDO BARKOWINO MEDICAL CENTRE LTD,SIAYA,PRIVATE,LEVEL 2,-0.16678600224,34.122756999572,"Bondo, Siaya",Success,
CN-10368,DORAN LIFE CARE CENTRE,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-10406,FREEDOM OF LIFE MED CLINIC,MERU,PRIVATE,LEVEL 2,0.166838927273,37.764590845633,Meru,Success,
CN-10430,SAVANNAH HEALTHCARE SERVICES,NAIROBI,PRIVATE,LEVEL 2,-1.29783,36.89574,"Savannah, Nairobi",Success,
CN-10440,RELSUN MEDICAL CLINIC,KERICHO,PRIVATE,LEVEL 2,-0.389505,35.011687,Sondu Medical Clinic,Success,
CN-10459,BUNGOMA WEST HOSPITAL,BUNGOMA,PRIVATE,LEVEL 5,0.5926251,34.5520025,Bungoma West Hospital,Success,
CN-10492,AGISO HEALTHCARE,HOMA BAY,PRIVATE,LEVEL 3B,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-10501,RAVINE GLORY HEALTHCARE SERVICES,BARINGO,PRIVATE,LEVEL 3A,0.671904478344,35.940931127722,Baringo,Success,
CN-10551,STAR SPECIALIST HOSPITAL LIMITED,KILIFI,PRIVATE,LEVEL 4,-3.176503150822,39.68804728776,Kilifi,Success,
CN-10563,KING SOLOMON MEDICAL CENTER LIMITED,NAROK,PRIVATE,LEVEL 2,-1.257270424837,35.575800972424,Narok,Success,
CN-10564,EASTGATE MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-10594,MARIAKANI COMMUNITY HEALTHCARE SERVICES.,KILIFI,PRIVATE,LEVEL 3B,-3.862682,39.4729437,"Mariakani, Kilifi",Success,
CN-10598,KYOME HOSPITAL TALA,MACHAKOS,PRIVATE,LEVEL 3B,-1.2674866,37.3189544,"Tala, Machakos",Success,
CN-10626,NYATIEKO -GESUSU HEALTH SERVICES,KISII,PRIVATE,LEVEL 3B,-0.775814232663,34.777005852014,Kisii,Success,
CN-10652,GAKIRA FAMILY HEALTH CARE LIMITED,MURANGA,PRIVATE,LEVEL 3A,-0.6912334,36.9947477,"Gakira, Murang'a",Success,
CN-10671,KIRIMUKUYU MEDICAL CENTRE,NYERI,PRIVATE,LEVEL 2,-0.46667,37.08333,"Kirimukuyu, Nyeri",Success,
CN-10695,FAMLIFE MEDICARE CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-10735,NEW APEX FAMILY HOSPITAL-PANPAPER,KAKAMEGA,PRIVATE,LEVEL 2,0.28422,34.75229,Kakamega,Success,
CN-10758,ST. JAMES LIFE CARE HOSPITAL LIMITED,SIAYA,PRIVATE,LEVEL 4,-0.06564696176,34.248353736491,Siaya,Success,
CN-10806,ULTRA KATHIANI HOSPITAL LIMITED-MITABONI,MACHAKOS,PRIVATE,LEVEL 3A,-1.3757663,37.2513188,"Mitaboni, Machakos",Success,
CN-10812,ST. MARY INTEGRATED MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-10859,PENDA MEDICAL CENTER KANGEMI,NAIROBI,PRIVATE,LEVEL 3A,-1.2658302,36.749316,Kangemi Medical Center,Success,
CN-10920,NEOGLOBAL MEDICARE LIMITED-NURSING HOME,MIGORI,PRIVATE,LEVEL 3B,-0.989136495207,34.364493855317,Migori,Success,
CN-10933,CARLMAX APEX MEDICAL CLINIC,EMBU,PRIVATE,LEVEL 2,-0.5379964,37.4543311,Embu,Success,
CN-10950,NAJRAN MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A,1.75504011033,40.017147679353,Wajir,Success,
CN-10973,POLYCARE MEDICAL CLINIC,KITUI,PRIVATE,LEVEL 3A,-1.493161090519,38.407478986946,Kitui,Success,
CN-10978,RFH HEALTHCARE - SYOKIMAU,MACHAKOS,PRIVATE,LEVEL 4,-1.519000804329,37.269607959328,"Syokimau Street, Machakos",Success,
CN-10983,DONKON MEDICAL CLINIC,UASIN GISHU,PRIVATE,LEVEL 2,0.521314476021,35.31977624114,Uasin Gishu,Success,
CN-11083,BEEHIVE MEDICAL SERVICES,MARSABIT,PRIVATE,LEVEL 3A,2.980491275449,37.570848791063,Marsabit,Success,
CN-11125,ENZAI AFYA MEDICAL CLINIC,MAKUENI,PRIVATE,LEVEL 2,-1.8410333,37.3133424,"Enzai, Makueni",Success,
CN-11164,KANAM MEDICARE,TURKANA,PRIVATE,LEVEL 2,3.186636109974,35.449603095023,Turkana,Success,
CN-11166,TAWHEED MEDICAL CLINIC,GARISSA,PRIVATE,LEVEL 2,-0.4786927,39.6467562,Uluma Medical Clinic,Success,
CN-11185,DANID CENTRE FOR CHRONIC ILLNESS LTD,KISUMU,PRIVATE,LEVEL 3A,-0.173053648767,34.839859182104,Kisumu,Success,
CN-11190,DOCTA MAASAI HEALTHCARE,MOMBASA,PRIVATE,LEVEL 2,-4.039617415536,39.653404680851,"Masai Road, Mombasa",Success,
CN-11204,ROBINS HEALTHCARE LIMITED,MERU,PRIVATE,LEVEL 4,0.166838927273,37.764590845633,Meru,Success,
CN-11208,GANJONI HOSPITAL MOMBASA LIMITED,MOMBASA,PRIVATE,LEVEL 4,-4.0636752,39.6598686,Ganjoni Hospital,Success,
CN-11244,EASTERN DEANERY AIDS RELIEF PROGRAM KARIOBANGI CLINIC,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-11285,AL-AMIN HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4,-1.3181775,36.8937632,Afrismart Group of Hospitals LTD,Success,
CN-11295,WESTLANDS LASER EYE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4,-1.2651922,36.8047738,"Westlands, Nairobi",Success,
CN-11371,NAIVASHA QUALITY HEALTHCARE SERVICES LTD,NAKURU,PRIVATE,LEVEL 3B,-0.868439985172,36.390291585908,"Naivasha, Nakuru",Success,
CN-11415,TUDOR HEALTHCARE - LIKONI,MOMBASA,PRIVATE,LEVEL 2,-4.089917796262,39.626289116205,"Likoni, Mombasa",Success,
CN-11429,DANDELION MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3A,-0.2806559,36.0794189,Nakuru,Success,
CN-11501,JOSM MEDICAL CLINIC,THARAKA-NITHI,PRIVATE,LEVEL 2,-0.206516213429,37.868692128983,Tharaka-Nithi,Success,
CN-11502,MAKADARA HEALTH CARE AND MATERNITY HOME,MACHAKOS,PRIVATE,LEVEL 3B,-1.45,36.96667,"Makandara, Machakos",Success,
CN-11510,AFYA RESEARCH AFRICA-UBUNTU AFYA NINALAKESIDE,SIAYA,PRIVATE,LEVEL 2,-0.06564696176,34.248353736491,Siaya,Success,
CN-11517,PENDA MEDICAL CENTRE MATHARE NORTH,NAIROBI,PRIVATE,LEVEL 3A,-1.25596,36.86578,Mathare North Health Center,Success,
CN-11600,PENDA MEDICAL CENTRE UMOJA 1,NAIROBI,PRIVATE,LEVEL 3A,-1.281914,36.8881156,Umoja Health Centre,Success,
CN-11603,NEVLIGHT HOSPITAL LIMITED,MERU,PRIVATE,LEVEL 3A,0.166838927273,37.764590845633,Meru,Success,
CN-11604,GRANTON & DOLLY NURSING HOME LIMITED,EMBU,PRIVATE,LEVEL 3A,-0.5379964,37.4543311,Embu,Success,
CN-11622,CCS MITUNGUU MEDICAL CLINIC,MERU,PRIVATE,LEVEL 2,-0.1080767,37.781236,"Mitunguu, Meru",Success,
CN-11633,GLOBAL OPTIC WEAR,MACHAKOS,PRIVATE,LEVEL 3B,-1.279605613208,37.413530961083,Machakos,Success,
CN-11911,SAIFEE FOUNDATION MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3B,-4.0574645,39.663945,Mombasa,Success,
CN-11940,ORACLE HEALTHCARE LIMITED,KERICHO,PRIVATE,LEVEL 3B,-0.296882276918,35.307304593825,Kericho,Success,
CN-11961,QUALITY DIALYSIS KENYA LTD UPPERHILL,NAIROBI,PRIVATE,LEVEL 4B,-1.2943398,36.790978,"Upper Hill, Kilimani, Nairobi",Success,
CN-11985,SWISS COTTAGE HOSPITAL-MTWAPA,KILIFI,PRIVATE,LEVEL 3B,-3.946128,39.7450722,"Mtwapa, Kilifi",Success,
CN-12013,CHIROMO MENTAL HEALTH HOSPITAL -NAIROBI LIMITED,NAIROBI,PRIVATE,LEVEL 5,-1.2744213,36.8083969,"Chiromo, Kilimani, Nairobi",Success,
CN-12043,MEDIFORTE HOSPITAL CLINIC,NYAMIRA,PRIVATE,LEVEL 2,-0.640626239534,34.967387947932,Nyamira,Success,
CN-12045,CAPITAL MEMORIAL NURSING HOME,MAKUENI,PRIVATE,LEVEL 3A,-2.160192128139,37.789123486634,Makueni,Success,
CN-12054,KALOKOL MEDICAL SERVICES,TURKANA,PRIVATE,LEVEL 3A,3.5354839,35.8614434,"Kalokol, Turkana",Success,
CN-12061,WAMA NURSING HOME,KAJIADO,PRIVATE,LEVEL 4,-1.3928344,36.6844427,Matasia Nursing Home,Success,
CN-12114,PHINAL COMMUNITY MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 3A,0.748950071987,34.640152743934,Bungoma,Success,
CN-12132,ALFAPLUS MEDICAL CENTER,MOMBASA,PRIVATE,LEVEL 2,-4.0574645,39.663945,Mombasa,Success,
CN-12162,SANGALO HOSPICE MEDICAL CLINIC,NANDI,PRIVATE,LEVEL 2,0.38333,35.01667,"Sangalo, Nandi",Success,
CN-12166,MEDISTAR ANNEX KERICHO LIMITED,KERICHO,PRIVATE,LEVEL 2,-0.3682293,35.2854418,Kericho,Success,
CN-12203,THE SANURA MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 3A,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-12207,SANTA CLARA MEDICAL CLINIC LTD,BARINGO,PRIVATE,LEVEL 2,0.671904478344,35.940931127722,Baringo,Success,
CN-12227,WENISA MEDICAL CENTRE-NUNGUNI,MAKUENI,PRIVATE,LEVEL 3B,-1.7935654,37.3629504,"Nunguni, Makueni",Success,
CN-12235,PRIME HEALTH SERVICES - KAHAWA WEST,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-12303,WEST CANO MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 2,0.748950071987,34.640152743934,Bungoma,Success,
CN-12305,KOMAROCK MODERN HEALTHCARE- KATHWANA,THARAKA-NITHI,PRIVATE,LEVEL 5,-0.3199528,37.871254,"Kathwana, Tharaka-Nithi",Success,
CN-12319,PENDA MEDICAL CENTRE PIPELINE,NAIROBI,PRIVATE,LEVEL 3A,-1.31244,36.79729,Medical Centre,Success,
CN-12356,THE KAMUWONGO HOPE MEDICARE CENTRE,KITUI,PRIVATE,LEVEL 3B,-1.493161090519,38.407478986946,Kitui,Success,
CN-12432,KAPKOLEI HEALTH CARE CENTRE,NANDI,PRIVATE,LEVEL 2,0.0033193,35.0117954,"Kapkolei, Nandi",Success,
CN-12471,ADC MARKET NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-12498,AFYALINK MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3B,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-12581,CHACAWEST HEALTHCARE,MACHAKOS,PRIVATE,LEVEL 2,-1.279605613208,37.413530961083,Machakos,Success,
CN-12619,BIG DIMENSION EYE CLINIC,KAJIADO,PRIVATE,LEVEL 2,-1.8419404,36.7892723,Kajiado,Success,
CN-12694,ST. AKIDIVA MINDIRA HOSPITAL MABERA,MIGORI,PRIVATE,LEVEL 4,-1.18333,34.45,"Mabera, Migori",Success,
CN-12695,YETU KABIRIA HEALTHCARE AND SUPPLIES LIMITED,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-12728,SOUTH C DIALYSIS CENTRE LTD,NAIROBI,PRIVATE,LEVEL 3B,-1.31583,36.82603,"South ’C’, Nairobi",Success,
CN-12734,NELLY NURSING HOSPITAL AND MATERNITY,NAIROBI,PRIVATE,LEVEL 3B,-1.3179384,36.8919549,Novic Medical and Maternity Hospital,Success,
CN-12748,DURO MODERN HOSPITAL LIMITED,NAKURU,PRIVATE,LEVEL 3A,-0.2806559,36.0794189,Nakuru,Success,
CN-12760,MENORAH HOSPITAL (K )LTD-WESTLANDS MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.2645,36.8241,"AKUHN Medical Centre, Parkplace, Nairobi",Success,
CN-12767,LIFE POINT HOSPITAL,KIAMBU,PRIVATE,LEVEL 4,-1.0174562,36.9032367,Hospital,Success,
CN-12768,EL-MAKKAH COMPREHENSIVE CARE,GARISSA,PRIVATE,LEVEL 3A,-0.4459246,39.652735,Garissa,Success,
CN-12776,MASII MEDICAL CENTRE,MACHAKOS,PRIVATE,LEVEL 3B,-1.4598636,37.4367999,"Masii, Machakos",Success,
CN-12781,ST.MARK ORTHODOX HEALTH CENTRE LIMITED,VIHIGA,PRIVATE,LEVEL 3A,0.080244585317,34.730720378013,Vihiga,Success,
CN-12837,REALE HOSPITAL ELDORET,UASIN GISHU,PRIVATE,LEVEL 5,0.5184695,35.2739056,"Eldoret, Uasin Gishu",Success,
CN-12840,WHITELIFE HEALTH CENTRE LTD,MOMBASA,PRIVATE,LEVEL 2,-4.0219743,39.6858526,Health Centre,Success,
CN-12850,NAIROBI WEST HOSPITAL-UTAWALA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A,-1.31231,36.81689,"AKUHN Medical Centre, Tmall, Nairobi",Success,
CN-12873,MUTETHIA KIRAONE NURSING HOME,MERU,PRIVATE,LEVEL 3B,0.166838927273,37.764590845633,Meru,Success,
CN-12884,BLESSED TO BLESS HEALTHCARE LIMITED,NAIROBI,PRIVATE,LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-12971,HEGALOW NURSING HOME,MANDERA,PRIVATE,LEVEL 3A,3.9352641,41.8527175,Al-Siha Nursing Home,Success,
CN-12999,MUSOLI MEDICAL CENTRE LTD,KAKAMEGA,PRIVATE,LEVEL 3B,0.203903,34.6669673,"Musoli, Kakamega",Success,
CN-13015,ASSISI NURSING HOME,MACHAKOS,PRIVATE,LEVEL 3B,-1.279605613208,37.413530961083,Machakos,Success,
CN-13025,NYABOHANSE MEDICAL CENTRE,MIGORI,PRIVATE,LEVEL 3A,-1.2084415,34.4721215,"Nyabohansi, Migori",Success,
CN-13040,NAIROBI MENTAL HEALTH SERVICES,NAIROBI,PRIVATE,LEVEL 4B,-1.2857857,36.8200253,Nairobi,Success,
CN-13052,HEALTH WAVE MEDICAL SERVICES LIMITED-HOSPITAL,NAKURU,PRIVATE,LEVEL 4,-0.2806559,36.0794189,Nakuru,Success,
CN-13086,ALMO NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-13103,THE GODS FAVOUR MEDICAL CLINIC,UASIN GISHU,PRIVATE,LEVEL 3A,0.521314476021,35.31977624114,Uasin Gishu,Success,
CN-13176,INTERFELK MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 2,-0.173053648767,34.839859182104,Kisumu,Success,
CN-13180,BOGEKA MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2,-0.820578,34.732977,Quiners Medical Clinic,Success,
CN-13182,MAGWALAND HEALTHCARE,NYAMIRA,PRIVATE,LEVEL 3B,-0.640626239534,34.967387947932,Nyamira,Success,
CN-13184,DEDE HARMONY MEDICAL CENTRE AND MATERNITY HOME,MIGORI,PRIVATE,LEVEL 3A,-0.989136495207,34.364493855317,Migori,Success,
CN-13196,NAMUNYAK MEDICAL CENTRE,KAJIADO,PRIVATE,LEVEL 3B,-1.4749883,36.9612494,Batian Medical Centre,Success,
CN-13201,LYDIA MEMORIAL KEY MEDICAL CENTER LIMITED,MACHAKOS,PRIVATE,LEVEL 3A,-1.279605613208,37.413530961083,Machakos,Success,
CN-13273,GYNOCARE WOMENS AND FISTULA HOSPITAL LTD,UASIN GISHU,PRIVATE,LEVEL 4,0.521314476021,35.31977624114,Uasin Gishu,Success,
CN-13290,APODA MEDICAL CLINIC,HOMA BAY,PRIVATE,LEVEL 2,-0.7250456,34.3717652,Clinic,Success,
CN-13306,WEMA CHILDREN\\'S ACCESS CLINICS-BY GERTRUDES,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-13339,SHIFAH HOSPITAL AND DIALYSIS CENTER LIMITED,TRANS-NZOIA,PRIVATE,LEVEL 4,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-13352,QATIS NURSING HOME LTD,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-13462,MITUNGUU HOSPITAL,MERU,PRIVATE,LEVEL 4,-0.1080767,37.781236,"Mitunguu, Meru",Success,
CN-13513,ST ERNEST MEDICAL POINT CLINIC LIMITED,MACHAKOS,PRIVATE,LEVEL 2,-1.279605613208,37.413530961083,Machakos,Success,
CN-13530,UNIVERSAL FAMILY HEALTH SERVICES.,MACHAKOS,PRIVATE,LEVEL 5,-1.279605613208,37.413530961083,Machakos,Success,
CN-13540,LINDA JAMII HEALTHCARE LTD,SIAYA,PRIVATE,LEVEL 2,-0.06564696176,34.248353736491,Siaya,Success,
CN-13629,MODERN REDSEA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-13646,WELCARE DIAGNOSTIC CENTRE LIMITED-VIPINGO,KILIFI,PRIVATE,LEVEL 2,-3.81466,39.81282,"Vipingo, Kilifi",Success,
CN-13665,NEBOI NURSING HOME,MANDERA,PRIVATE,LEVEL 3B,3.9352641,41.8527175,Al-Siha Nursing Home,Success,
CN-13721,AZIM NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-13753,ST NEWFREB HOSPITAL LIMITED,KISUMU,PRIVATE,LEVEL 3B,-0.173053648767,34.839859182104,Kisumu,Success,
CN-13754,AL-MAQDIS MEDICAL CENTRE,GARISSA,PRIVATE,LEVEL 4,-0.448028,39.6481158,Al-Maqdis Medical Centre And Pharmacy,Success,
CN-13757,ISANA NURSING HOME,KISII,PRIVATE,LEVEL 3B,-0.6782878,34.7145805,Itiero Nursing Home,Success,
CN-13849,MUDHESH HEALTH CARE & NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-13903,PENDA MEDICAL CENTRE LANGATA,NAIROBI,PRIVATE,LEVEL 3A,-1.319412,36.826324,Nairobi South Medical Center,Success,
CN-13905,CHEPTULU CFW CLINIC,VIHIGA,PRIVATE,LEVEL 2,0.13333,34.86667,Cheptulu,Success,
CN-13918,RAMMO HOSPITAL LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-13924,ANDERSEN MEDICAL CENTRE,TRANS-NZOIA,PRIVATE,LEVEL 3B,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-13927,SABA MEDICAL CENTRE,MURANGA,PRIVATE,LEVEL 3A,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-13934,GREATSMILES DENTAL CENTRE,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-13978,SANTAMORE SPECIALIZED SURGICAL HOSPITAL LIMITED,MURANGA,PRIVATE,LEVEL 4B,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-14020,SIHA MEDICAL HOME LIMITED MPEKETONI,LAMU,PRIVATE,LEVEL 4,-2.389734,40.6958176,"Mpeketoni, Lamu",Success,
CN-14021,MASALANI DIAGNOSTIC LIMITED,GARISSA,PRIVATE,LEVEL 4,-1.6965839,40.1671065,"Masalani, Garissa",Success,
CN-14142,CHARITY MEDICAL HOSPITAL,LAIKIPIA,PRIVATE,LEVEL 4,0.321036458859,36.76507926291,Laikipia,Success,
CN-14199,AFYA HILL MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 3A,-0.640626239534,34.967387947932,Nyamira,Success,
CN-14207,BUNGOMA WEMA CENTRE,BUNGOMA,PRIVATE,LEVEL 3A,0.5705677,34.5599957,Bungoma,Success,
CN-14239,BARAKA MATERNITY & NURSING HOME,NAKURU,PRIVATE,LEVEL 3A,-0.3020257,35.8135651,Elburgon Nursing & Maternity Home,Success,
CN-14241,ELDO EYE HEALTH SERVICES LIMITED,NANDI,PRIVATE,LEVEL 4,0.182680842869,35.108710560862,Nandi,Success,
CN-14251,IKANGA HOPE DIAGNOSTIC &amp; TREATMENT CENTRE,KITUI,PRIVATE,LEVEL 3A,-1.493161090519,38.407478986946,Kitui,Success,
CN-14360,BURDER NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-14435,STAR GENERAL MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-14453,LUKENYA UNIVERSITY HEALTH CENTRE,MAKUENI,PRIVATE,LEVEL 2,-1.7965131,37.6267536,Health Centre,Success,
CN-14493,THE NAIROBI WOMEN\\'S HOSPITAL KITENGELA,KAJIADO,PRIVATE,LEVEL 4,-1.5502963,36.9382239,"Kitengela, Kajiado",Success,
CN-14497,MASENO MEDICAL CENTER,VIHIGA,PRIVATE,LEVEL 3A,0.080244585317,34.730720378013,Vihiga,Success,
CN-14508,WAFOO HEALTHCARE,NAROK,PRIVATE,LEVEL 2,-1.257270424837,35.575800972424,Narok,Success,
CN-14537,MACHAKOS CHILDREN\\'S CLINIC LIMITED,MACHAKOS,PRIVATE,LEVEL 3A,-1.5184295,37.2668947,Machakos,Success,
CN-14543,ILATU MEDICAL CLINIC,MAKUENI,PRIVATE,LEVEL 2,-2.160192128139,37.789123486634,Makueni,Success,
CN-14560,NYAHURURU PRIVATE HOSPITAL,LAIKIPIA,PRIVATE,LEVEL 4,0.03813,36.36339,"Nyahururu, Laikipia",Success,
CN-14574,ST. CRISPIN AFYA HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 3B,-1.8419404,36.7892723,Kajiado,Success,
CN-14604,RADIANT GROUP HOSPITAL LIMITED PANGANI,NAIROBI,PRIVATE,LEVEL 5,-1.2701309,36.8348377,Radiant Group Of Hospitals,Success,
CN-14623,ST. JOSEPH\\'S NURSING & MATERNITY HOME SALGAA,NAKURU,PRIVATE,LEVEL 2,-0.2473606,35.7272087,St Joseph Nursing & Maternity Home,Success,
CN-14636,GILGIL HEALTHCARE MEDICAL CENTRE LIMITED,NAKURU,PRIVATE,LEVEL 3B,-0.536957853763,36.258166778344,"Gilgil, Nakuru",Success,
CN-14661,MAASUD PHARMACY AND MEDICAL CENTRE LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.9352658,41.854306,Masuud Pharmacy and Medical Centre,Success,
CN-14746,NEXICARE MEDICAL CLINIC,NAIROBI,PRIVATE,LEVEL 3A,-1.2861836,36.8447974,Clinic,Success,
CN-14763,GRAPEVINE HEALTH CARE CENTRE,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-14820,WESTOLDREX MEDICAL CENTRE LTD,BUNGOMA,PRIVATE,LEVEL 2,0.748950071987,34.640152743934,Bungoma,Success,
CN-14836,BETHESDA MEDICAL CLINIC,NANDI,PRIVATE,LEVEL 3A,0.199336,35.1092801,Clinic,Success,
CN-14882,TRANQUIL MED CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-14890,JAMHURI LIFE CARE HOSPITAL LIMITED,MANDERA,PRIVATE,LEVEL 4,3.370055804436,40.694029088396,Mandera,Success,
CN-14940,SHELETEY NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-14968,DR BENS\\' STANFORD MEDICAL CENTRE,KILIFI,PRIVATE,LEVEL 2,-3.9159737,39.5828209,Medical Centre,Success,
CN-14986,NEW LIFE MISSION ROTARY CLINIC RONGAI,KAJIADO,PRIVATE,LEVEL 2,-1.8419404,36.7892723,Kajiado,Success,
CN-15005,BULLE MEDICAL CENTRE,GARISSA,PRIVATE,LEVEL 3B,-0.4513357,39.6459576,Ankara Medical Centre,Success,
CN-15085,DIANI BEACH HOSPITAL LIMITED-SHIKA ADABU,MOMBASA,PRIVATE,LEVEL 4,-4.0574645,39.663945,Mombasa,Success,
CN-15103,THIKA NURSING HOMES LTD,KIAMBU,PRIVATE,LEVEL 3B,-1.0403993,37.0695779,Thika Nursing Home,Success,
CN-15130,SHAMAAL HOSPITAL-BANISA LIMITED,MANDERA,PRIVATE,LEVEL 4,3.94102,40.34248,"Banissa, Mandera",Success,
CN-15135,ST. LAWRENCE HOMA BAY HOSPITAL,HOMA BAY,PRIVATE,LEVEL 4,-0.593629811849,34.478476360351,Homa Bay,Success,
CN-15171,GECA MEDICAL CLINIC,MOMBASA,PRIVATE,LEVEL 2,-4.0574645,39.663945,Mombasa,Success,
CN-15224,SIRIBA NURSING HOME,WAJIR,PRIVATE,LEVEL 4,0.0,34.6,"Siriba, Kisumu",Success,
