Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-46942,RANDAS MEDICAL SERVICES LTD,KILIFI,PRIVATE,LEVEL 3A,-3.176503150822,39.68804728776,Kilifi,Success,
CN-47011,BIBLE FAITH CHURCH MEDICAL SERVICES,WEST POKOT,PRIVATE,LEVEL 4,1.730227858033,35.246700118527,West Pokot,Success,
CN-47020,AHERO JUNCTION MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3B,-0.1725851,34.9187349,"Ahero, Kisumu",Success,
CN-47062,BALANCE LIFE HOSPITAL - KWALE,KWALE,PRIVATE,LEVEL 3B,-4.1659349,39.4490072,Hospital,Success,
CN-47065,JOY CFW CLINIC,EMBU,PRIVATE,LEVEL 2,-0.5379964,37.4543311,Embu,Success,
CN-47067,SAIKA NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B,-1.313721,36.8283941,South C Nursing Home,Success,
CN-47068,THIKA ROAD HEALTH SERVICES LTD- KAWANGWARE HEALTH CENTRE,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-47153,OBONYO REHEABILITATION HOSPITAL LIMITED,HOMA BAY,PRIVATE,LEVEL 3A,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-47157,GALAXY HOSPITAL LIMITED,ISIOLO,PRIVATE,LEVEL 5,1.009414834849,38.539540438792,Isiolo,Success,
CN-47325,BENDITO SANTOS HOSPITAL LTD,MERU,PRIVATE,LEVEL 3A,0.166838927273,37.764590845633,Meru,Success,
CN-47335,EUROCITY MEDICAL CENTRE LTD-HOMA BAY,HOMA BAY,PRIVATE,LEVEL 3A,-0.593629811849,34.478476360351,Homa Bay,Success,
CN-47347,FORTIS KIDNEY CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 4B,-1.2857857,36.8200253,Nairobi,Success,
CN-47348,THE MEDHAT GYNAECOLOGY AND CANCER CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-47349,NDEGE NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-47420,OLIVEHILL SURGICAL CENTRE,NYERI,PRIVATE,LEVEL 4B,-0.4211516,36.9494066,Nyeri,Success,
CN-47424,CHEPSOO MEDICAL CENTRE-MOSORIOT,NANDI,PRIVATE,LEVEL 3A,0.2959713,35.1638664,"Mosoriot, Nandi",Success,
CN-47430,AFRICA INUKA HOSPITAL LTD-MADEYA,SIAYA,PRIVATE,LEVEL 4,-0.06564696176,34.248353736491,Siaya,Success,
CN-47472,MUDETE HIGHWAY MED CARE,VIHIGA,PRIVATE,LEVEL 2,0.1163176,34.7681075,"Mudete, Vihiga",Success,
CN-47495,MISHMIA DENTAL CLINIC LIMITED,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-47514,MUTOMO MEDICAL LAB SERVICES,KITUI,PRIVATE,LEVEL 2,-1.8479488,38.2078427,"Mutomo, Kitui",Success,
CN-47526,MOGONGA MEDICAL AND DIAGNOSTIC CENTRE,KISII,PRIVATE,LEVEL 3B,-0.8641047,34.7609968,"Mogonga, Kisii",Success,
CN-47533,KAMSIHAWA MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-47562,WELLAND MEDICAL CENTRE LIMITED,MURANGA,PRIVATE,LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-47568,BONYUNYU PRIME HEALTH CARE MATERNITY AND NURSING HOME,NYAMIRA,PRIVATE,LEVEL 3A,-0.581044,34.935357,Nyamira Maternity and Nursing Home,Success,
CN-47662,TOPCARE SUBUKIA MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3B,-0.016240895821,36.183052708147,"Subukia, Nakuru",Success,
CN-47664,GEVA FAMILY HEALTH SERVICES,KISUMU,PRIVATE,LEVEL 2,-0.173053648767,34.839859182104,Kisumu,Success,
CN-47728,NASSI HOSPITALS,BUSIA,PRIVATE,LEVEL 3A,0.4480772,34.2407811,Hospital,Success,
CN-47757,MACBEN MEDICAL CENTRE LTD,NAIROBI,PRIVATE,LEVEL 3B,-1.2697736,36.845211,Park Medical Center Ltd,Success,
CN-47795,VEBENEZA ENTERPRISE MEDICAL CLINIC,NAIROBI,PRIVATE,LEVEL 3B,-1.2850705,36.8265843,Marty Enterprises,Success,
CN-47814,JAMESENE PARK MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2,-1.2697736,36.845211,Park Medical Center Ltd,Success,
CN-47827,AL-AMANNAH HOSPITAL,WAJIR,PRIVATE,LEVEL 4,1.7513782,40.0514792,Hospital,Success,
CN-47833,ST.JAMES VISIONS MEDICAL SERVICES,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-47842,MAYSA SOUTH C NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-47891,MARIAKANI COTTAGE HOSPITAL MLOLONGO,MACHAKOS,PRIVATE,LEVEL 3B,-1.3909804,36.9346526,Mariakani Cottage Hospital,Success,
CN-47900,NEPHRO MED LIMITED-LAMU,LAMU,PRIVATE,LEVEL 3A,-2.2679377,40.9002759,Lamu,Success,
CN-47907,ASPRO MEDECOL SOLUTION LIMITED,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-47968,KWALE DISTRICT EYE CENTRE,KWALE,PRIVATE,LEVEL 4,-4.1577591,39.6100995,Kwale District Eye Centre,Success,
CN-47970,MELLYVAN HOSPITAL,MIGORI,PRIVATE,LEVEL 3A,-0.8448852,34.563887,Hospital,Success,
CN-48009,KIRIA-INI HEALTH CARE SERVICES,MURANGA,PRIVATE,LEVEL 2,-0.60288,36.95558,"Kiriaini, Murang'A",Success,
CN-48025,FREMO MEDICAL CENTRE LTD-KABIRIA,NAIROBI,PRIVATE,LEVEL 3A,-1.2697736,36.845211,Park Medical Center Ltd,Success,
CN-48045,MEDWIN MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.0363673,37.0724379,Prime Medical Centre,Success,
CN-48046,MOUNT OLIVE SINAI HOSPITAL LTD,KAJIADO,PRIVATE,LEVEL 3B,-1.8419404,36.7892723,Kajiado,Success,
CN-48068,JAMII MEDICAL CENTRE - EMBAKASI,NAIROBI,PRIVATE,LEVEL 3B,-1.3155,36.89618,"AKUHN Medical Centre, Embakasi, Nairobi",Success,
CN-48069,DR.KALEBI LABS (DKL) LTD,NAIROBI,PRIVATE,LEVEL 4B,-1.2857857,36.8200253,Nairobi,Success,
CN-48123,JOCHAM COMMUNITY CLINIC KONGOWEA,MOMBASA,PRIVATE,LEVEL 2,-4.0432732,39.7018551,"Kongowea, Nyali, Mombasa",Success,
CN-48142,IMMANUEL MEDICAL CLINIC- KIMENDE,KIAMBU,PRIVATE,LEVEL 3A,-0.98247,36.6290568,"Kimende, Kiambu",Success,
CN-48153,THE NAIROBI WOMENS HOSPITAL -MERU,MERU,PRIVATE,LEVEL 4,0.0589055,37.6434766,The Nairobi Women's Hospital,Success,
CN-48244,KAMWANDA MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3A,-0.173053648767,34.839859182104,Kisumu,Success,
CN-48270,LOS OLIVOS MEDICARE LTD,BUNGOMA,PRIVATE,LEVEL 2,0.748950071987,34.640152743934,Bungoma,Success,
CN-48297,RACHAR SUGARBELT NURSING & MATERNITY HOME,KISUMU,PRIVATE,LEVEL 3B,-0.173053648767,34.839859182104,Kisumu,Success,
CN-48305,TAHCARE MEDICAL AND DENTAL CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 2,-1.3127989,36.7959094,Kishep Medical Centre and Dental Clinic,Success,
CN-48316,JOYKIM NURSING HOME,EMBU,PRIVATE,LEVEL 3B,-0.5379964,37.4543311,Embu,Success,
CN-48386,MEDICROSS LTD KAWANGWARE,NAIROBI,PRIVATE,LEVEL 3A,-1.2819466,36.7498798,"Kawangware, Kilimani, Nairobi",Success,
CN-48414,KIZITO MEDICAL CLINIC,KIAMBU,PRIVATE,LEVEL 2,-1.2642611,36.6938716,Gighecheni Medical Clinic,Success,
CN-48415,KAMAE CFW CLINIC KAHAWA WEST,NAIROBI,PRIVATE,LEVEL 2,-1.165083278677,36.914721883664,"Kamae Road, Roysambu",Success,
CN-48495,KHAUMA HEALTHCARE CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-48506,MEDSTOPS HEALTHCARE KENYA LIMITED-IKONGE,NYAMIRA,PRIVATE,LEVEL 3B,-0.5293758,35.0276976,"Ikonge, Nyamira",Success,
CN-48554,FARAJA FAMILYCARE HOSPITAL LTD CLINIC,BARINGO,PRIVATE,LEVEL 3B,0.671904478344,35.940931127722,Baringo,Success,
CN-48564,HUSNAIN NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-48574,KABRAS ACTION GROUP CLINIC,KAKAMEGA,PRIVATE,LEVEL 2,0.43333,34.8,"Kabras, Kakamega",Success,
CN-48680,BUJUKHALIFA HEALTH CARE LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-48746,TOMBE MEDICARE CENTRE,NYAMIRA,PRIVATE,LEVEL 4,-0.6551586,34.8764081,"Tombe, Nyamira",Success,
CN-48784,QATAR MEDICAL CLINIC,KWALE,PRIVATE,LEVEL 3B,-4.1797425,39.5651272,Digo Medical Clinic,Success,
CN-48827,LORROKI PLATEAU MEDICAL CENTER LIMITED,SAMBURU,PRIVATE,LEVEL 2,1.318064167382,37.118371297502,Samburu,Success,
CN-48834,EQUITY AFIA WESTLANDS,NAIROBI,PRIVATE,LEVEL 3B,-1.2651922,36.8047738,"Westlands, Nairobi",Success,
CN-48840,ARCHPRIME MEDICAL CLINIC OYUGIS,HOMA BAY,PRIVATE,LEVEL 3B,-0.5093638,34.7354068,"Oyugis, Homa Bay",Success,
CN-48869,WASO AIPCA DISPENSARY,ISIOLO,PRIVATE,LEVEL 2,0.7245244,39.1702609,Dispensary,Success,
CN-48915,PROVIDE INTERNATIONAL HEALTH CENTRE -KAYOLE,NAIROBI,PRIVATE,LEVEL 3B,-1.27616,36.91379,"Kayole, Nairobi",Success,
CN-48943,CANCER CARE KENYA LIMITED-UAP OLD MUTUAL TOWER,NAIROBI,PRIVATE,LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-49064,BALANGA MEDICAL CENTER LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-49084,WILPAT MEDICAL CLINIC AND LABORATORY SERVICES,BUNGOMA,PRIVATE,LEVEL 2,0.748950071987,34.640152743934,Bungoma,Success,
CN-49094,TONYMED MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 2,-0.2845127,36.0695371,Meridian Medical Centre,Success,
CN-49131,MADYAN NURSING HOME LIMITED,GARISSA,PRIVATE,LEVEL 3B,-0.4459246,39.652735,Garissa,Success,
CN-49134,MASHAALLAH NURSING HOME,WAJIR,PRIVATE,LEVEL 4,1.75504011033,40.017147679353,Wajir,Success,
CN-49182,TUDOR HEALTHCARE - MTWAPA,KILIFI,PRIVATE,LEVEL 3A,-3.9494417,39.7446766,Zahir Healthcare,Success,
CN-49274,KIJANAHERI MEDICAL CENTRE,KILIFI,PRIVATE,LEVEL 3B,-3.9159737,39.5828209,Medical Centre,Success,
CN-49282,NYANDARUA AMPOH MEDICAL CENTRE,NYANDARUA,PRIVATE,LEVEL 2,-0.5406177,36.6100659,Nyandarua,Success,
CN-49306,OUTERING HEALTH SERVICES,NAIROBI,PRIVATE,LEVEL 3B,-1.2843292,36.8210593,AAR Health Services,Success,
CN-49374,CITY EYE HOSPITAL,NAIROBI,PRIVATE,LEVEL 4,-1.302816508735,36.809301579489,"Hospital Road, Kibra",Success,
CN-49379,AL MAARAJ MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-49385,CHIROMO LANE MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-49396,HEALTHRIGHT COMMUNITY MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-49406,RADIENYA COMMUNITY HOSPITAL,HOMA BAY,PRIVATE,LEVEL 2,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-49422,RADIANT GROUP OF HOSPITALS KIAMBU,KIAMBU,PRIVATE,LEVEL 4,-1.1672396,36.8255013,Kiambu,Success,
CN-49448,EYL MEDICAL CARE LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-49452,MILLENNIA HEALTHCARE LIMITED-UTAWALA,NAIROBI,PRIVATE,LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-49486,SALAMA CANCER CENTRE LIMITED,KISUMU,PRIVATE,LEVEL 4B,-0.0862069,34.7686332,Salama Cancer Centre,Success,
CN-49660,SUREPOINT MEDICAL CENTRE LTD,WAJIR,PRIVATE,LEVEL 3A,1.75504011033,40.017147679353,Wajir,Success,
CN-49751,ST CLEMENTS TUNZA MAMA HEALTH CLINIC,KISII,PRIVATE,LEVEL 2,-0.775814232663,34.777005852014,Kisii,Success,
CN-49839,MARINYIN DISPENSARY,KERICHO,PRIVATE,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-49850,MOKOWE MEDICAL CENTRE,LAMU,PRIVATE,LEVEL 3A,-2.2369129,40.8472826,"Mokowe, Lamu",Success,
CN-49862,BAMBA MATERNITY NURSING HOME,KILIFI,PRIVATE,LEVEL 3B,-3.5409142,39.5228986,"Bamba, Kilifi",Success,
CN-49890,NORTHLIGHT HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-49898,PENDA MEDICAL CENTRE LUCKY SUMMER,NAIROBI,PRIVATE,LEVEL 3A,-1.23926,36.8924,"Lucky Summer, Nairobi",Success,
CN-49930,SIMRAN MEDICAL CENTER,MANDERA,PRIVATE,LEVEL 2,3.370055804436,40.694029088396,Mandera,Success,
CN-49945,NAKURU MATERNITY AND NURSING HOME,NAKURU,PRIVATE,LEVEL 3B,-0.3020257,35.8135651,Elburgon Nursing & Maternity Home,Success,
CN-49961,MTOMONDONI COMMUNITY HEALTH CARE SERVICES,KILIFI,PRIVATE,LEVEL 3A,-3.176503150822,39.68804728776,Kilifi,Success,
CN-49975,CRESTVIEW MOTHER AND CHILD WELLNESS CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-49983,EAGLE SPRINGS MEDICAL CENTER LIMITED,KAJIADO,PRIVATE,LEVEL 2,-1.8419404,36.7892723,Kajiado,Success,
CN-50136,SLENMAC CARE CENTRE LIMITED,KIRINYAGA,PRIVATE,LEVEL 3A,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-50157,TOLOYTA MEDICAL CLINIC,BOMET,PRIVATE,LEVEL 2,-0.694266,35.106525,Sotik Medical Clinic,Success,
CN-50172,ABRAR HEALTH SERVICES LIMITED,MANDERA,PRIVATE,LEVEL 4,3.370055804436,40.694029088396,Mandera,Success,
CN-50202,FADHILI MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.3159682,36.8894753,Fadhili Medical Center,Success,
CN-50220,ESTEEMED KUTUS MODERN HOSPITAL,KIRINYAGA,PRIVATE,LEVEL 4,-0.57534,37.3269,"Kutus, Kirinyaga",Success,
CN-50266,THE BILAL HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-50346,SECOND TO NONE HOSPITAL LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-50369,BARWAKO MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-50386,BOGOTA-BAG IMAGING AND NURSING HOME,MANDERA,PRIVATE,LEVEL 4B,3.370055804436,40.694029088396,Mandera,Success,
CN-50418,REHEMA HOSPICE AND CLINIC LIMITED,HOMA BAY,PRIVATE,LEVEL 3A,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-50457,CRESTCARE FAMILYHEALTHCARE,LAIKIPIA,PRIVATE,LEVEL 2,0.321036458859,36.76507926291,Laikipia,Success,
CN-50497,SIGMA MEDICAL CENTRE KIANYAGA,KIRINYAGA,PRIVATE,LEVEL 3B,-0.4966328,37.3519552,"Kianyaga, Kirinyaga",Success,
CN-50501,KINGS CARE MEDICAL LIMITED,EMBU,PRIVATE,LEVEL 3A,-0.5379964,37.4543311,Embu,Success,
CN-50568,MODET HOSPITAL LIMITED,BUSIA,PRIVATE,LEVEL 3A,0.38569164205,34.193072581938,Busia,Success,
CN-50569,BUSBUS MEDICAL CENTRE LTD,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-50583,WEST HILLS COMMUNITY HOSPITAL LIMITED,SIAYA,PRIVATE,LEVEL 3A,-0.06564696176,34.248353736491,Siaya,Success,
CN-50590,THE NYALI CHILDREN HOSPITAL,MOMBASA,PRIVATE,LEVEL 4,-4.0849993,39.6624115,Nyali Children Hospital,Success,
CN-50634,NENO OPTICIANS LTD,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-50753,NDIA MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3B,-0.605163779493,37.229123100638,"Ndia, Kirinyaga",Success,
CN-50774,QUEENTERIC HEALTH CENTRE,SIAYA,PRIVATE,LEVEL 2,-0.0911799,34.2764414,Health Centre,Success,
CN-50785,ELDORET UROSURGERY HOSPITAL LIMITED,UASIN GISHU,PRIVATE,LEVEL 4B,0.5184695,35.2739056,"Eldoret, Uasin Gishu",Success,
CN-50813,PONA MEDICAL CLINIC,HOMA BAY,PRIVATE,LEVEL 2,-0.7250456,34.3717652,Clinic,Success,
CN-50816,ISIOLO EYE HOSPITAL LTD,ISIOLO,PRIVATE,LEVEL 3A,0.3654264,37.5899505,Isiolo,Success,
CN-50891,HAAB MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-50893,ST. MARGARET MEDICAL CLINIC-RUIRU,KIAMBU,PRIVATE,LEVEL 2,-1.1480309,36.9605921,"Ruiru, Kiambu",Success,
CN-50901,BOENSUMMIT MEDICAL CENTER,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-50977,NYALENDA GODSWILL MEDICARE CENTRE,KISUMU,PRIVATE,LEVEL 3B,-0.173053648767,34.839859182104,Kisumu,Success,
CN-50981,BULLA TAWAKAL HOSPITAL LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-51004,SAINT BRIDGET HOSPITAL LTD,KIAMBU,PRIVATE,LEVEL 5,-1.1672396,36.8255013,Kiambu,Success,
CN-51010,AFRICA INUKA HOSPITAL LTD- UGUNJA,SIAYA,PRIVATE,LEVEL 3B,0.192077514658,34.339569154802,"Ugunja, Siaya",Success,
CN-51015,NGUMBA MEDICAL & LABORATORY SERVICES,NAIROBI,PRIVATE,LEVEL 3A,-1.200617,36.900416,Milele Integrated Medical and Laboratory Services,Success,
CN-51057,AYNUN NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-51062,KING DAVID\\'S HOSPITAL,KAJIADO,PRIVATE,LEVEL 4,-1.8629493,36.764353,Hospital,Success,
CN-51070,GETEMBE HOSPITAL,KISII,PRIVATE,LEVEL 3B,-0.7440181,34.6306154,Hospital,Success,
CN-51095,BUMALA CFW CLINIC,BUSIA,PRIVATE,LEVEL 2,0.3049501,34.2027467,"Bumala, Busia",Success,
CN-51120,BLISS HEALTHCARE LIMITED KISII,KISII,PRIVATE,LEVEL 2,-0.68174,34.76666,Kisii,Success,
CN-51200,MEPHI HEALTH SERVICES,KILIFI,PRIVATE,LEVEL 4,-3.9400378,39.7445297,Aga Khan Health Service,Success,
CN-51201,ACELA MEDICAL CENTRE LIMITED,SIAYA,PRIVATE,LEVEL 4,-0.06564696176,34.248353736491,Siaya,Success,
CN-51254,MAIDA HEALTHCARE LIMITED,NAKURU,PRIVATE,LEVEL 4B,-0.2806559,36.0794189,Nakuru,Success,
CN-51281,JOSCURE MEDICAL CLINIC,MIGORI,PRIVATE,LEVEL 2,-0.8471809,34.1848542,Clinic,Success,
CN-51283,ELWAK NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 4,3.370055804436,40.694029088396,Mandera,Success,
CN-51287,JEMO MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 3A,-0.640626239534,34.967387947932,Nyamira,Success,
CN-51315,PONACARE MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3A,-4.0574645,39.663945,Mombasa,Success,
CN-51356,MUSTASHFA MEDICAL CLINIC AND NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.9352641,41.8527175,Al-Siha Nursing Home,Success,
CN-51368,KITUI OASIS DOCTORS PLAZA,KITUI,PRIVATE,LEVEL 2,-1.3650093,38.0115738,Kitui,Success,
CN-51377,TREE OF LIFE HEALTHCARE LIMITED,NAROK,PRIVATE,LEVEL 3A,-1.257270424837,35.575800972424,Narok,Success,
CN-51513,SHAMMAH NURSING HOME LIMITED,KIRINYAGA,PRIVATE,LEVEL 3B,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-51558,GOSSIA NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3A,1.75504011033,40.017147679353,Wajir,Success,
CN-51584,JASIRI MEDICAL CLINIC,KISUMU,PRIVATE,LEVEL 2,0.0036694,34.6060108,Clinic,Success,
CN-51615,NAIROBI EAST HOSPITAL LTD,NAIROBI,PRIVATE,LEVEL 5,-1.2857857,36.8200253,Nairobi,Success,
CN-51668,ABERDARE MEDICAL CENTRE,MURANGA,PRIVATE,LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-51670,MAKIMENY SAFECARE MEDICAL CLINIC,BOMET,PRIVATE,LEVEL 2,-0.8292975,35.2016273,"Makimenyi, Bomet",Success,
CN-51694,ALIMAOW NURSING HOME,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-51769,SARE FAMILY MEDICAL CENTRE,MIGORI,PRIVATE,LEVEL 3B,-0.909699,34.5308799,"Sare, Migori",Success,
CN-51784,SUBRA HEALTHCARE SERVICES,KILIFI,PRIVATE,LEVEL 3A,-3.176503150822,39.68804728776,Kilifi,Success,
CN-51797,KITENGELA WEST HOSPITAL,KAJIADO,PRIVATE,LEVEL 4,-1.5502963,36.9382239,"Kitengela, Kajiado",Success,
CN-51814,WADADIA HABIBAT MOTHER AND CHILD HOLISTIC AND TRAINING HOSPITAL,KILIFI,PRIVATE,LEVEL 4,-3.176503150822,39.68804728776,Kilifi,Success,
CN-51821,ALLIANCE MEDICAL CENTRE MOMBASA,MOMBASA,PRIVATE,LEVEL 4,-4.0574645,39.663945,Mombasa,Success,
CN-51926,NEW JUNCTION HEALTH CENTRE,MURANGA,PRIVATE,LEVEL 3A,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-51938,GODHEY NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-51941,COUNTY MEDICAL CENTRE EMBU LTD,EMBU,PRIVATE,LEVEL 4,-0.5379964,37.4543311,Embu,Success,
CN-51966,OUTSPAN HOSPITAL,NYERI,PRIVATE,LEVEL 5,-0.4140509,36.9214565,Hospital,Success,
CN-51968,MUYESU MEDICAL CENTRE,MURANGA,PRIVATE,LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-51976,REALE HOSPITAL CLINIC KAPSABET,NANDI,PRIVATE,LEVEL 2,0.199336,35.1092801,Clinic,Success,
CN-52050,NEEMA UNIVERSAL HEALTH CARE LIMITED-CHUKA TOWN,THARAKA-NITHI,PRIVATE,LEVEL 2,-0.3324938,37.6510117,"Chuka, Tharaka-Nithi",Success,
CN-52073,SIRIME CLINIC,HOMA BAY,PRIVATE,LEVEL 2,-0.7250456,34.3717652,Clinic,Success,
CN-52100,BORDERLINE HEALTHCARE LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-52117,LEMI MEDICAL CENTRE,MIGORI,PRIVATE,LEVEL 2,-0.989136495207,34.364493855317,Migori,Success,
CN-52252,THE METAR HOSPITAL LIMITED,KIRINYAGA,PRIVATE,LEVEL 3A,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-52262,KINONDO KWETU HOSPITAL,KWALE,PRIVATE,LEVEL 4,-4.389106,39.549786,Kinondo Kwetu,Success,
CN-52281,TUDOR HEALTHCARE - MARIAKANI,KILIFI,PRIVATE,LEVEL 3B,-3.862682,39.4729437,"Mariakani, Kilifi",Success,
CN-52304,KIMANA ULTRACARE HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 4,-2.798258,37.5371813,"Kimana, Kajiado",Success,
CN-52364,MWANGAZA MEDICAL CENTRE,UASIN GISHU,PRIVATE,LEVEL 3A,0.521314476021,35.31977624114,Uasin Gishu,Success,
CN-52374,THE ALASLAND HOSPITAL LTD,TURKANA,PRIVATE,LEVEL 3A,3.186636109974,35.449603095023,Turkana,Success,
CN-52460,BUKAYA MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3B,0.2472475,34.4242381,"Bukaya, Kakamega",Success,
CN-52510,HOPEHEAL MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.0363673,37.0724379,Prime Medical Centre,Success,
CN-52550,MAINA CAMPEL MEDICAL CENTRE,EMBU,PRIVATE,LEVEL 3B,-0.5379964,37.4543311,Embu,Success,
CN-52554,HADADO MATERNITY AND NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.47355,39.28392,"Hadado, Wajir",Success,
CN-52592,MAGWAGWA SDA HEALTH CENTRE,NYAMIRA,PRIVATE,LEVEL 3A,-0.46667,35.03333,"Magwagwa, Nyamira",Success,
CN-52616,MERCY LIFE MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-52623,SHAINE MEDICAL CENTER,MURANGA,PRIVATE,LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-52649,MOGUMO MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3A,-0.60384,34.68605,"Mogumo, Kisii",Success,
CN-52651,HUMPTON MEDICAL CLINIC,MACHAKOS,PRIVATE,LEVEL 2,-1.279605613208,37.413530961083,Machakos,Success,
CN-52676,ROYALSTAR FAMILY HOSPITAL LIMITED,MAKUENI,PRIVATE,LEVEL 4,-2.160192128139,37.789123486634,Makueni,Success,
CN-52694,ZEN RECOVERY AND TREATMENT CENTRE,KIAMBU,PRIVATE,LEVEL 3A,-1.1672396,36.8255013,Kiambu,Success,
CN-52715,SAFIWAYS HEALTHCARE,NAIROBI,PRIVATE,LEVEL 2,-1.2945381,36.7984138,Safeways,Success,
