Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-10076,MATSANGONI MODEL HEALTH CENTRE,KILIFI,COUNTY GOVERNMENT,LEVEL 3A,-3.3897618,39.9289887,Matsangoni Model Health Centre,Success,
CN-10117,KIOBONYO DISPENSARY,KISII,COUNTY GOVERNMENT,LEVEL 2,-0.8580565,34.8344241,Dispensary,Success,
CN-10158,KAPSABET COUNTY REFERRAL HOSPITAL,NANDI,COUNTY GOVERNMENT,LEVEL 4,0.2038669,35.1063272,"Kapsabet, Nandi",Success,
CN-10190,KALULUINI DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.1737135,37.5609834,"Kiluluini, Machakos",Success,
CN-10211,KARIKO DISPENSARY_,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 2,-0.3796489,37.3102583,Dispensary,Success,
CN-10214,WAMUNYU HEALTH CENTRE,MACHAKOS,COUNTY GOVERNMENT,LEVEL 3A,-1.36447,37.260884,Health Centre,Success,
CN-10220,LORGUSUA DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-10234,BEL-BUR DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-10288,NYAKOKO DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-10298,CHEMSIK DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-10303,KAPKEI DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-10365,TIMBOROA HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3B,0.4722778,35.9861309,Health Centre,Success,
CN-10378,KAITESE DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-10421,NYAKIANGA HEALTH CENTRE,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.63333,36.93333,"Nyakianga, Murang'A",Success,
CN-10450,KADINDA HEALTH CENTRE -COUNTY,KISUMU,COUNTY GOVERNMENT,LEVEL 3A,-0.0464292,34.7199994,Health Centre,Success,
CN-10469,KURESOI HEALTH CENTRE,NAKURU,COUNTY GOVERNMENT,LEVEL 3B,0.0140971,36.1398143,Health Centre,Success,
CN-10485,NYAMWARE DISPENSARY - RABUOR,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.16667,34.8,"Nyamware, Kisumu",Success,
CN-10514,MPIZINYI HEALTH CENTRE,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 3A,-3.436547605,38.41788214,Taita Taveta,Success,
CN-10569,LELECHWET DISPENSARY- KERICHO,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3682293,35.2854418,Kericho,Success,
CN-10572,EKWANDA HEALTH CENTRE,VIHIGA,COUNTY GOVERNMENT,LEVEL 3A,0.0720844,34.802303,Health Centre,Success,
CN-10573,NGUBERETI HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3A,0.0565061,35.9075483,"Ngubereti, Baringo",Success,
CN-10622,SACHORA DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-10646,MANOA DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-10674,MIKEU DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1240415,36.5403883,Dispensary,Success,
CN-10677,AWALOW NURSING HOME LIMITED,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,3.370055804,40.69402909,Mandera,Success,
CN-10697,CHEBANGO DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7183669,35.2204935,"Chebango, Bomet",Success,
CN-10750,KIPNGOROM DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.1605986,35.8100632,"Kimngorom, Baringo",Success,
CN-10846,KADAINA DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-10866,MBITA DISPENSARY,KWALE,COUNTY GOVERNMENT,LEVEL 2,-0.4312116,34.2090111,Dispensary,Success,
CN-10894,NYADADO DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-10923,KALUO HEALTH CENTRE,SIAYA,COUNTY GOVERNMENT,LEVEL 3A,-0.0911799,34.2764414,Health Centre,Success,
CN-10956,BARSOMBE DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-10985,KITUNDUNI DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.48333,37.35,"Kitunduni, Machakos",Success,
CN-11023,ENKIPAI DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-11047,NJERIAN DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-11073,ESONORUA DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-1.599068,36.3974865,"Esonorua, Kajiado",Success,
CN-11152,AYWEYO DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-11210,KOKWONGOI DISPENSARY,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 2,0.7460522,35.5163533,Dispensary,Success,
CN-11231,GSU EMBAKASI HEALTH CENTRE,NAIROBI,COUNTY GOVERNMENT,LEVEL 3A,-1.3105613,36.9137577,Embakasi Health Centre,Success,
CN-11246,OSARAI DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-11251,MAUMAU DISPENSARY,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.9813525,39.7546366,Dispensary,Success,
CN-11313,LALIAT DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-11315,KEBENETI DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.4451782,35.0756291,"Kebeneti, Kericho",Success,
CN-11318,IKHUNYI DISPENSARY,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1989388,34.6675516,Dispensary,Success,
CN-11350,NYAMATHI DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-11353,NTEMWENE DISPENSARY,MERU,COUNTY GOVERNMENT,LEVEL 2,-0.061539,37.6316648,"Ntemwene, Meru",Success,
CN-11369,CHERARA DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-11375,KASISIT DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-11386,KIBURU DISPENSARY,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 2,-0.3796489,37.3102583,Dispensary,Success,
CN-11427,GOD AGAK HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3A,-0.4274527,34.4767279,Health Centre,Success,
CN-11469,HARAMBEE HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3A,-0.4274527,34.4767279,Health Centre,Success,
CN-11547,OLOIRIEN DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-1.54459,36.76582,"Oloirien, Kajiado",Success,
CN-11554,KUOYO HEALTH CENTRE,KISUMU,COUNTY GOVERNMENT,LEVEL 3B,-0.0464292,34.7199994,Health Centre,Success,
CN-11567,KAVUKO DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-11577,MUCHAGARA DISPENSARY,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 2,-0.4594076,37.3625408,"Muchagara, Kirinyaga",Success,
CN-11628,MERU TEACHING AND REFERRAL HOSPITAL,MERU,COUNTY GOVERNMENT,LEVEL 5,0.046389,37.6527529,Meru,Success,
CN-11722,MIKUYUNI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.74677,37.45864,"Mikuyuni, Makueni",Success,
CN-11729,KIRIOGO DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1240415,36.5403883,Dispensary,Success,
CN-11752,IMANGA HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 3A,0.1304458,34.6745821,Health Centre,Success,
CN-11766,MAKUYU HEALTH CENTRE,MURANGA,COUNTY GOVERNMENT,LEVEL 3B,-0.8991099,37.1870783,"Makuyu, Murang'a",Success,
CN-11836,CHEPKURNGUNG DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-11855,LANGIKAWINO DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-11918,NYAIROKO DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1630844,36.3210065,"Nyairoko, Nyandarua",Success,
CN-11920,KAGERE DISPENSARY,NYERI,COUNTY GOVERNMENT,LEVEL 2,-0.2372432,37.0824523,Dispensary,Success,
CN-11933,BURA SUB-COUNTY HOSPITAL (GARISSA),GARISSA,COUNTY GOVERNMENT,LEVEL 4,-0.4535785,39.6303297,Hospital,Success,
CN-11999,GATHERU DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-12089,SURVEY DISPENSARY,LAIKIPIA,COUNTY GOVERNMENT,LEVEL 2,0.1074658,36.3164915,Dispensary,Success,
CN-12103,ROBORWO COMMUNITY DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.720643023,35.29785315,Bomet,Success,
CN-12108,NYALILBUCH DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-12120,ELUANATA DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-12122,MURINDUKO HEALTH CENTRE,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 3B,-0.5676213,37.4425409,"Murinduko, Kirinyaga",Success,
CN-12124,EVOJO DISPENSARY,VIHIGA,COUNTY GOVERNMENT,LEVEL 2,0.0370474,34.6271459,Dispensary,Success,
CN-12154,KAIMUGUL DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.613227,34.5341346,Dispensary,Success,
CN-12156,SERETUT DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-12187,MUNGU\\'NGU\\' DISPENSARY,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1989388,34.6675516,Dispensary,Success,
CN-12209,MUMBULE HEALTH CENTRE,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.734403,34.5775074,Health Centre,Success,
CN-12221,KAPKATENY DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.7994256,34.6217231,"Kapkateny, Bungoma",Success,
CN-12241,MALIKINI DISPENSARY,EMBU,COUNTY GOVERNMENT,LEVEL 2,-0.7856373,37.3618143,Dispensary,Success,
CN-12257,NALONDO MODEL HOSPITAL,BUNGOMA,COUNTY GOVERNMENT,LEVEL 3A,0.6514635,34.5946046,"Nalondo, Bungoma",Success,
CN-12265,BULLA HAGAR DISPENSARY - WAJIR,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.0132316,39.4751543,Dispensary,Success,
CN-12270,MUTILUNI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.8011399,37.3201782,"Mutiluni, Makueni",Success,
CN-12330,KAIRIENE DISPENSARY,MERU,COUNTY GOVERNMENT,LEVEL 2,-0.0425769,37.7241186,Dispensary,Success,
CN-12336,MUGAI DISPENSARY,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1989388,34.6675516,Dispensary,Success,
CN-12350,HENI HEALTH CENTRE,NYANDARUA,COUNTY GOVERNMENT,LEVEL 3A,-0.3387002,36.5200471,Health Centre,Success,
CN-12364,GATIANI DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-12389,CHIGA DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-12468,KITHIMANI DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.1839311,37.4464045,"Kithimani, Machakos",Success,
CN-12497,MIGERE DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-12567,SAMRAH HOSPITAL LIMITED,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,3.370055804,40.69402909,Mandera,Success,
CN-12611,NDEGE DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-12623,ESHIMKOKO HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 3B,0.1304458,34.6745821,Health Centre,Success,
CN-12666,SERETUNIN HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3A,0.552954,35.7879205,"Seretunin, Baringo",Success,
CN-12699,MOGOIYUET DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-12705,KOIBARAK DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-12741,KONA NJEMA DISPENSARY,LAMU,COUNTY GOVERNMENT,LEVEL 2,-1.7466471,41.4861859,Dispensary,Success,
CN-12824,KIKALU DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.3396503,37.3130462,Dispensary,Success,
CN-12883,BAOLALA MODEL HEALTH CENTRE,KILIFI,COUNTY GOVERNMENT,LEVEL 3A,-3.3897618,39.9289887,Matsangoni Model Health Centre,Success,
CN-12888,ELSAFARA MEDICAL CENTRE LIMITED,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,3.370055804,40.69402909,Mandera,Success,
CN-12908,JOMVU MODELHEALTH CENTRE - JOMVU KUU,MOMBASA,COUNTY GOVERNMENT,LEVEL 3B,-3.97811,39.58844,"Jomvu Kuu, Mombasa",Success,
CN-13014,GILGIL SUB-COUNTY HOSPITAL,NAKURU,COUNTY GOVERNMENT,LEVEL 4,-0.3059146,35.8076873,Elburgon Sub-county Hospital,Success,Found in address
CN-13038,KANGITIT DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-13070,MARIASHONI DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3587916,35.8149038,"Marashoni, Nakuru",Success,
CN-13072,RURUGUTI DISPENSARY,NYERI,COUNTY GOVERNMENT,LEVEL 2,-0.56467,36.89316,"Ruruguti, Nyeri",Success,
CN-13124,KABOLECHO DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-13159,MTANGWANDA DISPENSARY,LAMU,COUNTY GOVERNMENT,LEVEL 2,-1.7466471,41.4861859,Dispensary,Success,
CN-13175,NJUKINI HEALTH CENTRE,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 3A,-3.436547605,38.41788214,Taita Taveta,Success,
CN-13187,JEPKOYAI DISPENSARY,VIHIGA,COUNTY GOVERNMENT,LEVEL 2,0.0370474,34.6271459,Dispensary,Success,
CN-13275,KAPCHEPKOK DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-13378,KAREBUR DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-13387,KAPSERTON DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-13428,LELBOINET HEALTH CENTRE,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 3A,0.3547413,35.567195,"Lelboinet, Elgeyo-Marakwet",Success,
CN-13430,KARIUA DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-13440,KUBURA DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.613227,34.5341346,Dispensary,Success,
CN-13455,CHEMOIBEN DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.6106379,35.2115527,"Chemoiben, Kericho",Success,
CN-13464,IRESUKI DISPENSARY,MANDERA,COUNTY GOVERNMENT,LEVEL 2,2.8057895,40.9451382,Dispensary,Success,
CN-13557,KAKO DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-13577,SHIHALIA DISPENSARY,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1989388,34.6675516,Dispensary,Success,
CN-13686,ENGASHURA HEALTH CENTRE,NAKURU,COUNTY GOVERNMENT,LEVEL 2,0.0140971,36.1398143,Health Centre,Success,
CN-13735,MUKENDE HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3B,-0.4274527,34.4767279,Health Centre,Success,
CN-13763,NGANO HEALTH CENTRE,NYANDARUA,COUNTY GOVERNMENT,LEVEL 3A,-0.3387002,36.5200471,Health Centre,Success,
CN-13767,YANDUE DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-13783,CHEPCHONA HEALTH CENTRE,TRANS-NZOIA,COUNTY GOVERNMENT,LEVEL 3A,1.19837,34.87972,Chepchoina,Success,
CN-13789,KARUNGA DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-13799,LORENG\\'ELUP DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,2.95953,35.92501,"Lorengalup, Turkana",Success,
CN-13800,SISENYE DISPENSARY,BUSIA,COUNTY GOVERNMENT,LEVEL 2,0.0970597,33.979906,Dispensary,Success,
CN-13814,CHEGILET HEALTH CENTRE,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 3A,0.3887242,35.5518059,Health Centre,Success,
CN-13828,KEMBU DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-13857,NDUNYU NJERU DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.5460593,36.5598533,"Ndunyu Njeru, Nyandarua",Success,
CN-13868,ADEMASAJIDA DISPENSARY,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.9813525,39.7546366,Dispensary,Success,
CN-13870,EQUATOR HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3B,0.4722778,35.9861309,Health Centre,Success,
CN-13892,KIPTUNO HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.4722778,35.9861309,Health Centre,Success,
CN-13910,NDOONI DISPENSARY,KITUI,COUNTY GOVERNMENT,LEVEL 2,-1.3224713,38.008013,Dispensary,Success,
CN-13968,ANDIWO DISPENSARY,HOMA BAY,COUNTY GOVERNMENT,LEVEL 2,-0.5406006,34.4559898,Dispensary,Success,
CN-13975,KAPTELDON HEALTH CENTRE,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 3A,0.8121572,35.3810776,Health Centre,Success,
CN-14001,SUBUKU DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 3A,-0.1240415,36.5403883,Dispensary,Success,
CN-14005,KAPCHEBAR DISPENSARY,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 2,0.7460522,35.5163533,Dispensary,Success,
CN-14013,GARASHI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-14031,KINGORANI PRISON DISPENSARY,MOMBASA,COUNTY GOVERNMENT,LEVEL 2,-4.052657,39.657693,King'orani GK Prison,Success,
CN-14037,TURKLAND MEDICAL CARE LIMITED,TURKANA,COUNTY GOVERNMENT,LEVEL 3B,3.18663611,35.4496031,Turkana,Success,
CN-14043,TAKAWIRI HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3B,-0.4274527,34.4767279,Health Centre,Success,
CN-14051,BEYOND ZERO MOBILE CLINIC- LAMU,LAMU,COUNTY GOVERNMENT,LEVEL 2,-2.2679377,40.9002759,Lamu,Success,
CN-14078,BUKAYA HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 3A,0.1304458,34.6745821,Health Centre,Success,
CN-14124,UTANGWA DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-14141,LOCHWAANGI KAMATAK DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-14168,NGONDI DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-14211,CHEMUSWA DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.3439123,35.1179561,"Chemuswa, Nandi",Success,
CN-14256,GATUTA DISPENSARY,NYAMIRA,COUNTY GOVERNMENT,LEVEL 2,-0.8398608,35.0078073,Dispensary,Success,
CN-14270,KIBURUTI DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1240415,36.5403883,Dispensary,Success,
CN-14289,IYABE SUB-COUNTY HOSPITAL,KISII,COUNTY GOVERNMENT,LEVEL 3B,-0.775814233,34.77700585,Kisii,Success,
CN-14291,SILANGA DISPENSARY,NAIROBI,COUNTY GOVERNMENT,LEVEL 2,-1.31727,36.79614,Silanga Dispensary,Success,
CN-14317,KAPKENYELOI DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-14338,OLOYIANKALANI DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-1.78275,36.70459,"Oloyiangalani, Kajiado",Success,
CN-14342,KAPCHELAL HEALTH CENTRE,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 3B,0.3887242,35.5518059,Health Centre,Success,
CN-14349,MBALE HEALTH CENTRE,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 3A,-3.3974664,38.3847808,"Mbale, Taita Taveta",Success,
CN-14387,SALAWA HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3A,0.4722778,35.9861309,Health Centre,Success,
CN-14406,SHIRUMBA DISPENSARY,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1989388,34.6675516,Dispensary,Success,
CN-14418,NYAMOKENYE DISPENSARY,NYAMIRA,COUNTY GOVERNMENT,LEVEL 2,-0.8398608,35.0078073,Dispensary,Success,
CN-14489,MAKANYA DISPENSARY,VIHIGA,COUNTY GOVERNMENT,LEVEL 2,0.0370474,34.6271459,Dispensary,Success,
CN-14502,LESHUTA DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-14520,AIYEBO DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-14562,GRIFTU SUB-COUNTY REFERAL HOSPITAL,WAJIR,COUNTY GOVERNMENT,LEVEL 4,2.07984,39.66589,"Griftu, Wajir",Success,
CN-14665,KANGA ONDITI DISPENSARY,MIGORI,COUNTY GOVERNMENT,LEVEL 2,-1.0783092,34.4828999,Dispensary,Success,
CN-14754,LELECHWET DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-14762,KWAKALA DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.3396503,37.3130462,Dispensary,Success,
CN-14828,MBUVO HEALTH CENTRE,MAKUENI,COUNTY GOVERNMENT,LEVEL 3A,-1.7965131,37.6267536,Health Centre,Success,
CN-14853,KALITIINI DISPENSARY,KITUI,COUNTY GOVERNMENT,LEVEL 2,-0.9911257,38.2491677,"Kalitini, Kitui",Success,
CN-14867,KAMACHARIA DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.6287677,37.0222208,"Kamacharia, Murang'a",Success,
CN-14888,OLDANYATI HEALTH CENTRE,NAROK,COUNTY GOVERNMENT,LEVEL 3B,-1.2209112,34.8155281,Health Centre,Success,
CN-14899,OLANDO DISPENSARY,HOMA BAY,COUNTY GOVERNMENT,LEVEL 2,-0.5406006,34.4559898,Dispensary,Success,
CN-14950,ENKISUKUDO DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-14969,MBUDZI COMMUNITY HEALTH CENTRE,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.5449924,39.521976,Health Centre,Success,
CN-15040,KAPTUM DISPENSARY(BARINGO),BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-15052,KILONITO DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-15109,KIAMKOMA HEALTH CENTRE,KISII,COUNTY GOVERNMENT,LEVEL 3A,-0.8742436,34.8387474,Health Centre,Success,
CN-15119,TAMRIR MEDICAL CENTRE LIMITED,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,3.370055804,40.69402909,Mandera,Success,
CN-15137,GETARWET DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.5275094,35.1467364,"Getarwet, Kericho",Success,
CN-15139,MANGELETE DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-2.7076522,38.11738,"Mangelete, Makueni",Success,
CN-15152,JERUSALEM DISPENSARY,NAIROBI,COUNTY GOVERNMENT,LEVEL 2,-1.2635299,36.7077619,Dispensary,Success,
CN-15278,MRUGHUA DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-15288,TEWE DISPENSARY,LAMU,COUNTY GOVERNMENT,LEVEL 2,-1.7466471,41.4861859,Dispensary,Success,
CN-15380,ENOOSEYIA DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-15400,KEKOPEY DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-15412,OGORJI DISPENSARY,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.9813525,39.7546366,Dispensary,Success,
CN-15428,LOLKERINGET DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.4439867,35.0546964,"Lolkeringet, Nandi",Success,
